freq,station,start,end,days,language,pwr,az,transmitter_site,latitude,longitude
11640,CHINA RADIO INTERNATIONAL,01:00:00,01:57:00,1234567,Chinese,500,200,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11640,CHINA RADIO INTERNATIONAL,08:00:00,08:56:00,1234567,Chinese,500,59,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 55°\
Distance: 18255km", 29°06'N, 119°18'E
11650,VOICE OF AMERICA,09:00:00,11:00:00,1234567,Chinese,250,6,"THA\
Udon ThaniLatitude: 17°40'N\
Longitude: 103°12'E\
Bearing: 90°\
Distance: 16741km", 17°40'N, 103°12'E
11660,CNR 2-CHINA BUSINESS RADIO,01:00:00,06:00:00,1234567,Chinese,150,ND,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11660,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,150,ND,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11660,VOICE OF AMERICA,11:00:00,12:00:00,1234567,Chinese,250,349,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11660,VOICE OF AMERICA,12:00:00,13:00:00,1234567,Chinese,250,30,"THA\
Udon ThaniLatitude: 17°40'N\
Longitude: 103°12'E\
Bearing: 90°\
Distance: 16741km", 17°40'N, 103°12'E
11660,VOICE OF AMERICA,13:00:00,14:30:00,1234567,Chinese,250,349,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11660,VOICE OF AMERICA,14:30:00,15:00:00,1234567,Chinese,250,30,"THA\
Udon ThaniLatitude: 17°40'N\
Longitude: 103°12'E\
Bearing: 90°\
Distance: 16741km", 17°40'N, 103°12'E
11670,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,100,220,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11670,CNR 2-CHINA BUSINESS RADIO,09:00:00,12:00:00,1234567,Chinese,100,220,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11670,CNR 2-CHINA BUSINESS RADIO,23:30:00,06:00:00,1234567,Chinese,100,220,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11685,CNR 11,07:00:00,08:00:00,..3.5..,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
11690,KSDA-ADVENTIST WORLD R.GUAM,10:00:00,11:00:00,1234567,Chinese,100,315,"GUM\
AgatLatitude: 13°20'N\
Longitude: 144°39'E\
Bearing: 234°\
Distance: 18628km", 13°20'N, 144°39'E
11690,KSDA-ADVENTIST WORLD R.GUAM,11:00:00,12:00:00,1234567,Chinese,100,315,"GUM\
AgatLatitude: 13°20'N\
Longitude: 144°39'E\
Bearing: 234°\
Distance: 18628km", 13°20'N, 144°39'E
11695,CNR 1 3E8 (Digital),00:45:00,09:00:00,1234567,Chinese,30,41,"CHN\
Dongfang HainanLatitude: 18°52'N\
Longitude: 108°40'E\
Bearing: 90°\
Distance: 17334km", 18°52'N, 108°40'E
11710,CHINA RADIO INTERNATIONAL,06:00:00,08:00:00,1234567,Chinese,100,200,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11710,CNR 1 VOICE OF CHINA,09:00:00,18:04:00,1234567,Chinese,100,285,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
11710,CNR 1 VOICE OF CHINA,20:25:00,01:30:00,1234567,Chinese,100,285,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
11715,SOH Xi Wang Zhi Sheng,21:05:00,17:00:00,1234567,Chinese,1,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
11720,CNR 1 Voice of China,06:00:00,09:00:00,12.4567,Chinese,100,217,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11720,CNR 1 Voice of China,09:00:00,11:00:00,1234567,Chinese,100,217,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11720,CNR 1 Voice of China,23:30:00,06:00:00,1234567,Chinese,100,217,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11725,R.FREE ASIA,15:00:00,16:00:00,..3.5..,Chinese,250,70,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 63°\
Distance: 11447km", 29°30'N, 047°40'E
11740,CNR 2-CHINA BUSINESS RADIO,11:00:00,16:04:00,1234567,Chinese,100,286,"CHN\
LingshiLatitude: 36°52'N\
Longitude: 111°55'E\
Bearing: 45°\
Distance: 17220km", 36°52'N, 111°55'E
11740,CNR 2-CHINA BUSINESS RADIO,20:55:00,01:00:00,1234567,Chinese,100,286,"CHN\
LingshiLatitude: 36°52'N\
Longitude: 111°55'E\
Bearing: 45°\
Distance: 17220km", 36°52'N, 111°55'E
11750,CHINA RADIO INTERNATIONAL,11:00:00,12:00:00,1234567,Chinese,500,142,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
11750,CNR 1 Voice of China,06:00:00,08:00:00,12.4567,Chinese,100,37,"CHN\
Shijiazhuang Nanpo.Latitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11750,CNR 1 Voice of China,22:00:00,06:00:00,1234567,Chinese,100,37,"CHN\
Shijiazhuang Nanpo.Latitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11750,CNR 2-CHINA BUSINESS RADIO,00:00:00,06:00:00,1234567,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11750,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11750,CNR 2-CHINA BUSINESS RADIO,09:00:00,11:00:00,1234567,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11750,VATICAN RADIO,12:30:00,13:15:00,......7,Chinese,250,349,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11760,CNR 1 Voice of China,00:00:00,06:00:00,1234567,Chinese,100,165,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11760,CNR 1 Voice of China,06:00:00,09:00:00,12.4567,Chinese,100,165,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11760,CNR 1 Voice of China,09:00:00,10:00:00,1234567,Chinese,100,165,"CHN\
ShijiazhuangLatitude: 37°49'N\
Longitude: 114°28'E\
Bearing: 40°\
Distance: 17338km", 37°49'N, 114°28'E
11765,SOH Xi Wang Zhi Sheng,21:30:00,15:00:00,1234567,Chinese,0,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
11765,R.FREE ASIA,15:00:00,16:00:00,.2.4.6.,Chinese,250,70,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 63°\
Distance: 11447km", 29°30'N, 047°40'E
11770,CHINA RADIO INTERNATIONAL,01:00:00,02:00:00,1234567,Chinese,100,200,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11770,PBS XINJIANG  (CNR1),02:50:00,08:00:00,1234567,Chinese,100,230,"TKS\
UrumqiLatitude: 44°09'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°09'N, 086°53'E
11770,PBS XINJIANG  (CNR1),08:00:00,11:00:00,12.4567,Chinese,100,230,"TKS\
UrumqiLatitude: 44°09'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°09'N, 086°53'E
11770,PBS XINJIANG  (CNR1),11:00:00,12:00:00,1234567,Chinese,100,230,"TKS\
UrumqiLatitude: 44°09'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°09'N, 086°53'E
11775,SOH Xi Wang Zhi Sheng,21:31:00,17:30:00,1234567,Chinese,1,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
11775,CNR 6,11:00:00,16:04:00,1234567,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11775,R.FREE ASIA,23:00:00,00:00:00,1234567,Chinese,100,310,"MRA\
Agignan PointLatitude: 15°07'N\
Longitude: 145°41'E\
Bearing: 243°\
Distance: 18646km", 15°07'N, 145°41'E
11780,CHINA RADIO INTERNATIONAL,23:58:00,00:53:00,1234567,Chinese,500,59,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 55°\
Distance: 18255km", 29°06'N, 119°18'E
11780,CHINA RADIO INTERNATIONAL,02:00:00,02:57:00,1234567,Chinese,500,322,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
11785,CHINA RADIO INTERNATIONAL,14:00:00,14:57:00,1234567,Chinese,500,308,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
11790,CHINA RADIO INTERNATIONAL,11:58:00,14:00:00,1234567,Chinese,100,239,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
11800,CNR 2-CHINA BUSINESS RADIO,00:30:00,06:00:00,1234567,Chinese,150,180,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11800,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,150,180,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11800,CNR 2-CHINA BUSINESS RADIO,09:00:00,10:30:00,1234567,Chinese,150,180,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11810,CNR 8,01:00:00,02:00:00,1234567,Chinese,100,15,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11810,CNR 8,05:00:00,06:00:00,1234567,Chinese,100,15,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11810,CNR 8,20:55:00,21:00:00,1234567,Chinese,100,15,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11815,CNR 1 Jamming,04:00:00,06:00:00,1234567,Chinese,150,358,"CHN\
FujiangLatitude: 25°27'N\
Longitude: 119°09'E\
Bearing: 68°\
Distance: 18392km", 25°27'N, 119°09'E
11815,CNR 1 Jamming,07:00:00,09:00:00,1234567,Chinese,150,358,"CHN\
FujiangLatitude: 25°27'N\
Longitude: 119°09'E\
Bearing: 68°\
Distance: 18392km", 25°27'N, 119°09'E
11815,R.TAIWAN INT.,04:00:00,06:00:00,1234567,Chinese,100,310,"TWN\
PaochungLatitude: 23°43'N\
Longitude: 120°18'E\
Bearing: 74°\
Distance: 18546km", 23°43'N, 120°18'E
11815,R.TAIWAN INT.,07:00:00,08:00:00,1234567,Chinese,100,310,"TWN\
PaochungLatitude: 23°43'N\
Longitude: 120°18'E\
Bearing: 74°\
Distance: 18546km", 23°43'N, 120°18'E
11825,NHK WORLD RADIO JAPAN,04:00:00,04:30:00,1234567,Chinese,300,290,"J\
Ibaragi-koga-yamataLatitude: 36°10'N\
Longitude: 139°49'E\
Bearing: 343°\
Distance: 18230km", 36°10'N, 139°49'E
11825,R.ROMANIA INT.,13:30:00,13:57:00,1234567,Chinese,250,67,"ROU\
Tiganesti-safticaLatitude: 44°44'N\
Longitude: 026°06'E\
Bearing: 42°\
Distance: 10289km", 44°44'N, 026°06'E
11830,R.FREE ASIA,20:00:00,21:00:00,1234567,Chinese,250,297,"MRA\
Tinian IslandLatitude: 15°02'N\
Longitude: 145°36'E\
Bearing: 243°\
Distance: 18650km", 15°02'N, 145°36'E
11830,ADVENTIST WORLD R.,01:00:00,01:30:00,.....67,Chinese,125,15,"CLN\
TrincomaleeLatitude: 08°44'N\
Longitude: 081°07'E\
Bearing: 95°\
Distance: 14174km", 08°44'N, 081°07'E
11830,ADVENTIST WORLD R.,01:30:00,02:00:00,.....6.,Chinese,125,15,"CLN\
TrincomaleeLatitude: 08°44'N\
Longitude: 081°07'E\
Bearing: 95°\
Distance: 14174km", 08°44'N, 081°07'E
11850,CNR 1 Voice of China,00:00:00,10:00:00,1234567,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11860,PBS Xizang,02:58:00,04:00:00,1234567,Chinese,100,85,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11860,PBS Xizang,05:00:00,08:58:00,12.4567,Chinese,100,85,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11860,PBS Xizang  (CNR1),04:00:00,05:00:00,1234567,Chinese,100,85,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11875,CHINA RADIO INTERNATIONAL,07:00:00,08:00:00,1234567,Chinese,100,200,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11885,CNR 1 Jamming,10:00:00,12:00:00,1234567,Chinese,150,358,"CHN\
FujiangLatitude: 25°27'N\
Longitude: 119°09'E\
Bearing: 68°\
Distance: 18392km", 25°27'N, 119°09'E
11885,R.TAIWAN INT.,10:00:00,12:00:00,1234567,Chinese,100,310,"TWN\
PaochungLatitude: 23°43'N\
Longitude: 120°18'E\
Bearing: 74°\
Distance: 18546km", 23°43'N, 120°18'E
11885,PBS Xinjiang,08:00:00,09:00:00,1234567,Chinese,500,212,"TKS\
Urumqi HutubiLatitude: 44°08'N\
Longitude: 086°53'E\
Bearing: 47°\
Distance: 14969km", 44°08'N, 086°53'E
11895,CHINA RADIO INTERNATIONAL,09:00:00,10:00:00,1234567,Chinese,100,200,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
11900,CHINA RADIO INTERNATIONAL,00:00:00,01:00:00,1234567,Chinese,500,95,"CHN\
JinhuaLatitude: 29°06'N\
Longitude: 119°18'E\
Bearing: 55°\
Distance: 18255km", 29°06'N, 119°18'E
11900,VOICE OF AMERICA,12:00:00,13:00:00,1234567,Chinese,250,332,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11915,CNR 2-CHINA BUSINESS RADIO,00:30:00,06:00:00,1234567,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
11915,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
11915,CNR 2-CHINA BUSINESS RADIO,09:00:00,10:00:00,1234567,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
11925,CNR 1 Voice of China,10:00:00,18:04:00,1234567,Chinese,100,286,"CHN\
LingshiLatitude: 36°52'N\
Longitude: 111°55'E\
Bearing: 45°\
Distance: 17220km", 36°52'N, 111°55'E
11925,CNR 1 Voice of China,20:25:00,02:00:00,1234567,Chinese,100,286,"CHN\
LingshiLatitude: 36°52'N\
Longitude: 111°55'E\
Bearing: 45°\
Distance: 17220km", 36°52'N, 111°55'E
11935,CNR 5,06:00:00,09:00:00,..3.5..,Chinese,100,163,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11935,CNR 5,23:00:00,06:00:00,1234567,Chinese,100,163,"CHN\
BeijingLatitude: 39°53'N\
Longitude: 116°34'E\
Bearing: 34°\
Distance: 17317km", 39°53'N, 116°34'E
11945,VOICE OF AMERICA,00:00:00,01:00:00,1234567,Chinese,250,332,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
11950,PBS Xizang,02:58:00,04:00:00,1234567,Chinese,100,290,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11950,PBS Xizang,05:00:00,08:56:00,12.4567,Chinese,100,290,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11950,PBS Xizang  (CNR1),04:00:00,05:00:00,1234567,Chinese,100,290,"TIB\
LhasaLatitude: 29°30'N\
Longitude: 090°58'E\
Bearing: 68°\
Distance: 15583km", 29°30'N, 090°58'E
11960,CNR 1 VOICE OF CHINA,00:00:00,06:00:00,1234567,Chinese,100,37,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
11960,CNR 1 VOICE OF CHINA,06:00:00,09:00:00,12.4567,Chinese,100,37,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17342km", 39°44'N, 116°48'E
11970,CNR 2-CHINA BUSINESS RADIO,00:00:00,06:00:00,1234567,Chinese,150,290,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11970,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,150,290,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11970,CNR 2-CHINA BUSINESS RADIO,09:00:00,11:00:00,1234567,Chinese,150,290,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
11970,SOH Xi Wang Zhi Sheng,21:30:00,15:00:00,1234567,Chinese,1,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
11975,SOH Xi Wang Zhi Sheng,22:00:00,17:00:00,1234567,Chinese,1,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
11975,CHINA RADIO INTERNATIONAL,00:00:00,01:00:00,1234567,Chinese,500,177,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16739km", 24°52'N, 102°29'E
11980,CHINA RADIO INTERNATIONAL,09:00:00,11:00:00,1234567,Chinese,100,184,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
11980,CHINA RADIO INTERNATIONAL,11:00:00,12:00:00,1234567,Chinese,100,174,"TKS\
Kashi-saibaghLatitude: 39°21'N\
Longitude: 075°42'E\
Bearing: 55°\
Distance: 14132km", 39°21'N, 075°42'E
11980,R.FREE ASIA,03:00:00,04:00:00,1234567,Chinese,250,70,"KWT\
KuwaitLatitude: 29°30'N\
Longitude: 047°40'E\
Bearing: 63°\
Distance: 11447km", 29°30'N, 047°40'E
11980,R.FREE ASIA,04:00:00,06:00:00,1234567,Chinese,250,297,"MRA\
Tinian IslandLatitude: 15°02'N\
Longitude: 145°36'E\
Bearing: 243°\
Distance: 18650km", 15°02'N, 145°36'E
11980,R.FREE ASIA,06:00:00,07:00:00,1234567,Chinese,200,110,"TJK\
Dushanbe-orzuLatitude: 37°32'N\
Longitude: 068°47'E\
Bearing: 57°\
Distance: 13528km", 37°32'N, 068°47'E
11990,CNR 1 1 xHE AAC (Digital),04:00:00,09:00:00,1234567,Chinese,30,225,"CHN\
QiqiharLatitude: 47°20'N\
Longitude: 124°16'E\
Bearing: 14°\
Distance: 16938km", 47°20'N, 124°16'E
12010,CNR 6,21:55:00,22:00:00,1234567,Chinese,100,142,"CHN\
NanningLatitude: 22°47'N\
Longitude: 108°11'E\
Bearing: 80°\
Distance: 17320km", 22°47'N, 108°11'E
12015,VOICE OF MONGOLIA,14:00:00,14:30:00,1234567,Chinese,250,178,"MNG\
UlaanbaatarLatitude: 47°47'N\
Longitude: 107°10'E\
Bearing: 32°\
Distance: 16164km", 47°47'N, 107°10'E
12035,CHINA RADIO INTERNATIONAL,00:00:00,00:57:00,1234567,Chinese,500,200,"CHN\
XianyangLatitude: 34°22'N\
Longitude: 108°36'E\
Bearing: 53°\
Distance: 17090km", 34°22'N, 108°36'E
12040,KSDA-ADVENTIST WORLD R.GUAM,14:30:00,15:00:00,1234567,Chinese,100,315,"GUM\
AgatLatitude: 13°20'N\
Longitude: 144°39'E\
Bearing: 234°\
Distance: 18628km", 13°20'N, 144°39'E
12045,CNR 1 Voice of China,00:00:00,06:00:00,1234567,Chinese,100,285,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
12045,CNR 1 Voice of China,06:00:00,09:00:00,12.4567,Chinese,100,285,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
12045,CNR 1 Voice of China,09:00:00,11:00:00,1234567,Chinese,100,285,"CHN\
BeijingLatitude: 39°44'N\
Longitude: 116°48'E\
Bearing: 34°\
Distance: 17341km", 39°44'N, 116°48'E
12055,CNR 17,08:00:00,09:00:00,12.4567,Chinese,100,298,"CHN\
LingshiLatitude: 36°52'N\
Longitude: 111°55'E\
Bearing: 45°\
Distance: 17220km", 36°52'N, 111°55'E
12060,ADVENTIST WORLD R.,22:00:00,23:00:00,1234567,Chinese,125,15,"CLN\
TrincomaleeLatitude: 08°44'N\
Longitude: 081°07'E\
Bearing: 95°\
Distance: 14174km", 08°44'N, 081°07'E
12065,CNR 1 Jamming,10:00:00,10:30:00,1234567,Chinese,100,203,"CHN\
QiqiharLatitude: 47°21'N\
Longitude: 124°14'E\
Bearing: 14°\
Distance: 16936km", 47°21'N, 124°14'E
12070,FEBC Radio Liangyou 1,23:00:00,01:00:00,1234567,Chinese,100,330,"PHL\
IbaLatitude: 15°21'N\
Longitude: 119°57'E\
Bearing: 109°\
Distance: 18385km", 15°21'N, 119°57'E
12080,CNR 2-CHINA BUSINESS RADIO,02:00:00,06:00:00,1234567,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
12080,CNR 2-CHINA BUSINESS RADIO,06:00:00,09:00:00,..3.5..,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
12080,CNR 2-CHINA BUSINESS RADIO,09:00:00,10:00:00,1234567,Chinese,100,255,"CHN\
Baoji-sifangshanLatitude: 34°27'N\
Longitude: 107°41'E\
Bearing: 54°\
Distance: 17009km", 34°27'N, 107°41'E
12080,KSDA-ADVENTIST WORLD R.GUAM,12:00:00,12:30:00,.....67,Chinese,100,315,"GUM\
AgatLatitude: 13°20'N\
Longitude: 144°39'E\
Bearing: 234°\
Distance: 18628km", 13°20'N, 144°39'E
12080,KSDA-ADVENTIST WORLD R.GUAM,12:30:00,13:00:00,.....6.,Chinese,100,315,"GUM\
AgatLatitude: 13°20'N\
Longitude: 144°39'E\
Bearing: 234°\
Distance: 18628km", 13°20'N, 144°39'E
12080,VOICE OF AMERICA,11:00:00,12:00:00,1234567,Chinese,250,332,"PHL\
TinangLatitude: 15°22'N\
Longitude: 120°37'E\
Bearing: 110°\
Distance: 18451km", 15°22'N, 120°37'E
12085,VOICE OF MONGOLIA,10:00:00,10:30:00,1234567,Chinese,250,116,"MNG\
UlaanbaatarLatitude: 47°47'N\
Longitude: 107°10'E\
Bearing: 32°\
Distance: 16164km", 47°47'N, 107°10'E
12090,CNR 1 3F9 xHE AAC (Digital),08:00:00,08:56:00,1234567,Chinese,30,135,"CHN\
Kunming-anningLatitude: 24°52'N\
Longitude: 102°29'E\
Bearing: 76°\
Distance: 16738km", 24°52'N, 102°29'E
12120,FEBC RADIO LIANGYOU 3,12:45:00,12:59:00,1234567,Chinese,100,345,"PHL\
BocaueLatitude: 14°48'N\
Longitude: 120°54'E\
Bearing: 113°\
Distance: 18450km", 14°48'N, 120°54'E
12120,VOICE OF AMERICA,14:00:00,15:00:00,1234567,Chinese,250,297,"MRA\
Tinian IslandLatitude: 15°02'N\
Longitude: 145°36'E\
Bearing: 243°\
Distance: 18650km", 15°02'N, 145°36'E
12150,SOH Xi Wang Zhi Sheng,21:30:00,17:00:00,1234567,Chinese,0,ND,"TWN\
MiaoliLatitude: 24°23'N\
Longitude: 120°42'E\
Bearing: 71°\
Distance: 18573km", 24°23'N, 120°42'E
