freq,station,start,end,days,language,pwr,az,transmitter_site
16250,SOH Xi Wang Zhi Sheng,21:50,17:00,1234567,Chinese,1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
16300,SOH rely RFA,22:04,16:02,1234567,Chinese,1,ND,"TWN
PingtungLatitude: 22°23'N
Longitude: 120°37'E
Bearing: 80°
Distance: 18598km"
16600,SOH Xi Wang Zhi Sheng,22:00,14:30,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
16680,SOH Xi Wang Zhi Sheng,21:00,15:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
16790,SOH Xi Wang Zhi Sheng,21:10,15:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
16980,SOH Xi Wang Zhi Sheng,21:30,15:30,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17150,SOH Xi Wang Zhi Sheng,21:10,15:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17170,SOH Xi Wang Zhi Sheng,23:30,14:05,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17200,SOH Xi Wang Zhi Sheng,22:00,13:50,1234567,Chinese,1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17400,SOH Xi Wang Zhi Sheng,21:55,14:20,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17440,SOH rely RFA,21:28,13:00,1234567,Chinese,1,ND,"TWN
PingtungLatitude: 22°23'N
Longitude: 120°37'E
Bearing: 80°
Distance: 18598km"
17520,CHINA RADIO INTERNATIONAL,07:00,08:00,1234567,Chinese,100,174,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17530,KSDA-ADVENTIST WORLD R.GUAM,23:00,00:00,1234567,Chinese,100,315,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 234°
Distance: 18628km"
17530,WORLD CHRISTIAN BROADC.THELIGHTO,04:00,05:00,1234567,Chinese,100,55,"MDG
MahajangaLatitude: 15°43'S
Longitude: 046°26'E
Bearing: 105°
Distance: 9611km"
17540,CHINA RADIO INTERNATIONAL,03:00,03:57,1234567,Chinese,500,257,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17550,CNR 1 Voice of China,01:00,06:00,1234567,Chinese,100,251,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17550,CNR 1 Voice of China,06:00,09:00,12.4567,Chinese,100,251,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17550,CNR 1 Voice of China,09:00,10:30,1234567,Chinese,100,251,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17565,CNR 1 Voice of China,01:00,06:00,1234567,Chinese,100,175,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17565,CNR 1 Voice of China,06:00,07:30,12.4567,Chinese,100,175,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17580,KSDA-ADVENTIST WORLD R.GUAM,00:00,01:00,1234567,Chinese,100,315,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 234°
Distance: 18628km"
17580,CNR 1 Voice of China,02:00,06:00,1234567,Chinese,100,286,"CHN
LingshiLatitude: 36°52'N
Longitude: 111°55'E
Bearing: 45°
Distance: 17220km"
17580,CNR 1 Voice of China,06:00,09:00,12.4567,Chinese,100,286,"CHN
LingshiLatitude: 36°52'N
Longitude: 111°55'E
Bearing: 45°
Distance: 17220km"
17580,CNR 1 Voice of China,09:00,10:00,1234567,Chinese,100,286,"CHN
LingshiLatitude: 36°52'N
Longitude: 111°55'E
Bearing: 45°
Distance: 17220km"
17595,CNR 1 Voice of China,01:00,06:00,1234567,Chinese,100,217,"CHN
Shijiazhuang Nanpo.Latitude: 37°49'N
Longitude: 114°28'E
Bearing: 40°
Distance: 17338km"
17595,CNR 1 Voice of China,06:00,09:00,12.4567,Chinese,100,217,"CHN
Shijiazhuang Nanpo.Latitude: 37°49'N
Longitude: 114°28'E
Bearing: 40°
Distance: 17338km"
17595,CNR 1 Voice of China,09:00,10:00,1234567,Chinese,100,217,"CHN
Shijiazhuang Nanpo.Latitude: 37°49'N
Longitude: 114°28'E
Bearing: 40°
Distance: 17338km"
17605,CNR 1 VOICE OF CHINA,01:30,06:00,1234567,Chinese,100,285,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17605,CNR 1 VOICE OF CHINA,06:00,09:00,12.4567,Chinese,100,285,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
17620,KSDA-ADVENTIST WORLD R.GUAM,23:00,00:00,1234567,Chinese,100,315,"GUM
AgatLatitude: 13°20'N
Longitude: 144°39'E
Bearing: 234°
Distance: 18628km"
17625,CNR 2-CHINA BUSINESS RADIO,00:00,06:00,1234567,Chinese,150,163,"CHN
BeijingLatitude: 39°53'N
Longitude: 116°34'E
Bearing: 34°
Distance: 17317km"
17625,CNR 2-CHINA BUSINESS RADIO,06:00,09:00,..3.5..,Chinese,150,163,"CHN
BeijingLatitude: 39°53'N
Longitude: 116°34'E
Bearing: 34°
Distance: 17317km"
17650,CHINA RADIO INTERNATIONAL,06:00,06:57,1234567,Chinese,500,308,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17650,CHINA RADIO INTERNATIONAL,07:00,09:00,1234567,Chinese,500,308,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17650,CHINA RADIO INTERNATIONAL,10:00,12:00,1234567,Chinese,500,308,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17660,R.FREE ASIA,03:00,07:00,1234567,Chinese,100,325,"MRA
Agignan PointLatitude: 15°07'N
Longitude: 145°41'E
Bearing: 243°
Distance: 18646km"
17670,CHINA RADIO INTERNATIONAL,09:00,10:00,1234567,Chinese,500,135,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
17720,VOICE OF AMERICA,09:00,10:00,1234567,Chinese,250,30,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
17740,CHINA RADIO INTERNATIONAL,06:00,07:57,1234567,Chinese,500,190,"CHN
XianyangLatitude: 34°22'N
Longitude: 108°36'E
Bearing: 53°
Distance: 17090km"
17760,CNR 1 3F9 xHE AAC (Digital),07:00,07:57,1234567,Chinese,500,177,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16739km"
17760,SOH Xi Wang Zhi Sheng,22:50,11:30,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17770,CNR 1 3ED xHE AAC (Digital),00:53,09:00,1234567,Chinese,30,16,"CHN
Dongfang HainanLatitude: 18°52'N
Longitude: 108°40'E
Bearing: 90°
Distance: 17334km"
17780,SOH Xi Wang Zhi Sheng,23:00,14:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
17790,VOICE OF TURKEY,12:00,12:56,1234567,Chinese,500,72,"TUR
EmirlerLatitude: 39°24'N
Longitude: 032°51'E
Bearing: 49°
Distance: 10540km"
17800,CNR 1 2 (Digital),04:00,08:00,1234567,Chinese,30,32,"CHN
Kunming-anningLatitude: 24°52'N
Longitude: 102°29'E
Bearing: 76°
Distance: 16738km"
17830,CNR 1 3EC (Digital),01:00,08:00,1234567,Chinese,30,98,"TKS
Urumqi ChangjiLatitude: 43°58'N
Longitude: 087°14'E
Bearing: 48°
Distance: 15001km"
17855,R.FREE ASIA,06:00,07:00,1234567,Chinese,250,313,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 243°
Distance: 18650km"
17890,CNR 1 Voice of China,00:00,06:00,1234567,Chinese,100,222,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17341km"
17890,CNR 1 Voice of China,06:00,09:00,12.4567,Chinese,100,222,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17341km"
17890,CNR 1 Voice of China,09:00,09:30,1234567,Chinese,100,222,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17341km"
18040,XINGXING GUANGBO DIANTAI 1,01:00,02:00,1234567,Chinese,10,ND,"TWN
KuanyinLatitude: 25°02'N
Longitude: 121°05'E
Bearing: 68°
Distance: 18592km"
18040,XINGXING GUANGBO DIANTAI 1,00:00,01:00,1234567,Chinese,10,ND,"TWN
KuanyinLatitude: 25°02'N
Longitude: 121°05'E
Bearing: 68°
Distance: 18592km"
18180,SOH Xi Wang Zhi Sheng,23:00,11:30,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
18200,SOH Xi Wang Zhi Sheng,23:00,13:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
18900,SOH Xi Wang Zhi Sheng,22:00,10:00,1234567,Chinese,1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
18970,SOH Xi Wang Zhi Sheng,22:00,10:00,1234567,Chinese,1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
19052,XINGXING GUANGBO DIANTAI 3,01:00,02:00,1234567,Chinese,10,ND,"TWN
KuanyinLatitude: 25°02'N
Longitude: 121°05'E
Bearing: 68°
Distance: 18592km"
21490,SOH Xi Wang Zhi Sheng,23:00,15:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
21530,SOH Xi Wang Zhi Sheng,23:00,13:00,1234567,Chinese,1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
21725,R.FREE ASIA,05:00,06:00,1234567,Chinese,250,304,"MRA
Tinian IslandLatitude: 15°02'N
Longitude: 145°36'E
Bearing: 243°
Distance: 18650km"
21800,SOH Xi Wang Zhi Sheng,23:00,14:00,1234567,Chinese,0.1,ND,"TWN
MiaoliLatitude: 24°23'N
Longitude: 120°42'E
Bearing: 71°
Distance: 18573km"
6135,CHINA RADIO INTERNATIONAL,21:00,21:57,1234567,Croatian,500,318,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
7225,CHINA RADIO INTERNATIONAL,21:00,21:57,1234567,Croatian,500,318,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17342km"
7335,CHINA RADIO INTERNATIONAL,17:00,17:57,1234567,Croatian,500,322,"CHN
BeijingLatitude: 39°44'N
Longitude: 116°48'E
Bearing: 34°
Distance: 17341km"
9410,CHINA RADIO INTERNATIONAL,17:00,17:57,1234567,Croatian,500,294,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
5010,Radio Prage,02:30,03:00,1234567,Czech,100,181,"USA
OkeechobeeLatitude: 27°27'N
Longitude: 080°55'W
Bearing: 323°
Distance: 6573km"
7325,CHINA RADIO INTERNATIONAL,19:00,19:30,1234567,Czech,500,315,"CHN
ShijiazhuangLatitude: 37°49'N
Longitude: 114°28'E
Bearing: 40°
Distance: 17338km"
7415,CHINA RADIO INTERNATIONAL,19:00,20:00,1234567,Czech,500,308,"TKS
Urumqi HutubiLatitude: 44°08'N
Longitude: 086°53'E
Bearing: 47°
Distance: 14969km"
15225,CHINA RADIO INTERNATIONAL,11:00,12:00,1234567,Czech,500,298,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
17570,CHINA RADIO INTERNATIONAL,11:00,11:57,1234567,Czech,500,298,"TKS
Kashi-saibaghLatitude: 39°21'N
Longitude: 075°42'E
Bearing: 55°
Distance: 14132km"
5930,World Music Radio,00:00,00:00,1234567,Danish,0.1,ND,"DNK
BrammingLatitude: 55°29'N
Longitude: 008°39'E
Bearing: 27°
Distance: 9915km"
5970,Radio 208,00:00,00:00,1234567,Danish,0.1,ND,"DNK
HvidovreLatitude: 55°36'N
Longitude: 012°28'E
Bearing: 28°
Distance: 10109km"
5980,Radio OZ-Viola,21:00,22:00,...4...,Danish,0.1,ND,"DNK
HilleroedLatitude: 55°53'N
Longitude: 012°16'E
Bearing: 28°
Distance: 10119km"
6055,Radio OZ-Viola,11:00,13:00,1.....7,Danish,0.1,ND,"DNK
HilleroedLatitude: 55°54'N
Longitude: 012°16'E
Bearing: 28°
Distance: 10120km"
15700,World Music Radio,09:00,16:00,1.....7,Danish,0.2,180,"DNK
RandersLatitude: 56°31'N
Longitude: 009°55'E
Bearing: 27°
Distance: 10049km"
25800,World Music Radio,00:00,00:00,1234567,Danish,0.2,ND,"DNK
MarsletLatitude: 56°16'N
Longitude: 010°20'E
Bearing: 27°
Distance: 10052km"
6165,Voice of Vietnam 4,01:30,02:00,1234567,Dao,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
6165,Voice of Vietnam 4,13:30,14:00,1234567,Dao,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
6165,Voice of Vietnam 4,22:30,23:00,1234567,Dao,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
9850,Voice of Vietnam 4,04:00,05:00,1234567,Dao,50,ND,"VTN
Hanoi-xuan MaiLatitude: 20°53'N
Longitude: 105°34'E
Bearing: 84°
Distance: 17039km"
5875,BBC,02:30,03:00,1234567,Dari,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
5875,BBC,17:00,18:00,1234567,Dari,300,100,"ARM
Yerevan-gavarLatitude: 40°24'N
Longitude: 045°11'E
Bearing: 51°
Distance: 11569km"
5975,BBC,14:00,15:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
5975,BBC,16:00,16:30,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
5975,BBC,16:30,17:00,1.....7,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
6090,BBC,17:00,18:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
6195,BBC,01:30,02:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
6195,BBC,02:30,03:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
7245,VOICE OF TAJIK,06:00,08:00,1234567,Dari,100,ND,"TJK
Dushanbe-orzuLatitude: 37°32'N
Longitude: 068°47'E
Bearing: 57°
Distance: 13528km"
7290,VOA RADIO ASHNA,01:00,01:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
7300,IBRA MEDIA/R.SADAYE ZINDAGI,02:30,03:00,1234567,Dari,250,45,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
7315,JRC Radio Dabanga,03:00,03:29,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
7315,JRC Radio Dabanga,04:29,04:57,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
7410,BBC,00:30,01:00,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
7410,BBC,01:30,02:00,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
7445,BBC,00:30,01:00,1234567,Dari,250,82,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
7445,BBC,01:30,02:00,1234567,Dari,250,82,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
7445,BBC,02:30,03:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
7495,VOA RADIO ASHNA,01:00,01:30,1234567,Dari,250,304,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
7495,VOA RADIO ASHNA,02:00,02:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
7730,WRMI RADIO FOR PEACE INTERNATIONAL,11:45,12:00,1....67,Dari,100,44,"USA
OkeechobeeLatitude: 27°27'N
Longitude: 080°55'W
Bearing: 323°
Distance: 6573km"
9595,VOICE OF TURKEY,16:00,16:30,1234567,Dari,250,72,"TUR
EmirlerLatitude: 39°24'N
Longitude: 032°51'E
Bearing: 49°
Distance: 10540km"
9605,BBC,16:00,16:30,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
9605,BBC,16:30,17:00,1.....7,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
9835,VOA RADIO ASHNA,15:00,16:30,1234567,Dari,300,75,"G
WooffertonLatitude: 52°16'N
Longitude: 002°49'W
Bearing: 24°
Distance: 9133km"
9950,ALL INDIA RADIO,04:30,06:00,1234567,Dari,100,282,"IND
Delhi (kingsway)Latitude: 28°42'N
Longitude: 077°12'E
Bearing: 69°
Distance: 14243km"
9950,ALL INDIA RADIO,13:30,15:00,1234567,Dari,100,282,"IND
Delhi (kingsway)Latitude: 28°42'N
Longitude: 077°12'E
Bearing: 69°
Distance: 14243km"
11620,ALL INDIA RADIO,04:30,06:00,1234567,Dari,500,300,"IND
BengaluruLatitude: 13°13'N
Longitude: 077°13'E
Bearing: 88°
Distance: 13922km"
11640,JRC Radio Dabanga,16:59,17:27,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
11650,JRC Radio Dabanga,03:00,03:29,1234567,Dari,1,ND,Talata-Volo
11650,JRC Radio Dabanga,04:29,04:57,1234567,Dari,1,ND,Talata-Volo
11735,BBC,17:00,18:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
11875,R.FRANCE INT.,07:00,07:30,1234567,Mandarin,1,ND,Issoudun
11995,BBC,14:00,15:00,1234567,Dari,250,63,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
11995,BBC,16:00,16:30,1234567,Dari,250,63,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
11995,BBC,16:30,17:00,1.....7,Dari,250,63,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
12040,KTWR GUAM,12:45,13:00,1......,Mandarin,1,ND,Merizo
12070,R.AZADI  (R.FREE AFGHANISTAN),04:30,05:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12075,VOA RADIO ASHNA,15:00,16:30,1234567,Dari,250,300,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
12140,R.AZADI  (R.Free Afghanis,03:00,03:30,1234567,Dari,250,300,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
12140,R.AZADI  (R.FREE AFGHANISTAN),04:30,05:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,R.AZADI  (R.FREE AFGHANISTAN),06:30,07:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,R.AZADI  (R.FREE AFGHANISTAN),08:30,09:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,R.AZADI  (R.FREE AFGHANISTAN),10:30,11:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,R.AZADI  (R.FREE AFGHANISTAN),12:30,13:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,R.AZADI  (R.FREE AFGHANISTAN),14:00,14:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
12140,VOA RADIO ASHNA,02:00,02:30,1234567,Dari,250,300,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
12140,VOA RADIO ASHNA,15:00,16:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
13860,R.AZADI  (R.FREE AFGHANISTAN),03:00,03:30,1234567,Dari,250,300,"THA
Udon ThaniLatitude: 17°40'N
Longitude: 103°12'E
Bearing: 90°
Distance: 16741km"
15310,VO ISLAMIC REP.IRAN,05:53,08:20,1234567,Dari,500,53,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15310,ADVENTIST WORLD R.,02:30,03:00,1234567,Dari,125,335,"CLN
TrincomaleeLatitude: 08°44'N
Longitude: 081°07'E
Bearing: 95°
Distance: 14174km"
15310,BBC,08:30,09:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
15310,BBC,09:30,10:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
15310,BBC,10:30,11:00,1234567,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
15455,R.FRANCE INT.,08:00,08:30,1234567,Mandarin,1,ND,Issoudun
15490,VO ISLAMIC REP.IRAN,09:23,12:50,1234567,Dari,500,53,"IRN
SirjanLatitude: 29°35'N
Longitude: 055°47'E
Bearing: 64°
Distance: 12207km"
15550,JRC Radio Dabanga,15:59,16:57,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15550,JRC Radio Dabanga,16:59,17:27,1234567,Dari,1,ND,Issoudun
15600,RADIO FOR PEACE INTERNATIONAL,07:00,07:30,1234567,Dari,50,90,"BUL
Kostinbrod(sofia)Latitude: 42°48'N
Longitude: 023°11'E
Bearing: 43°
Distance: 9981km"
15640,R.AZADI  (R.FREE AFGHANISTAN),06:30,07:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
15640,R.AZADI  (R.FREE AFGHANISTAN),08:30,09:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
15640,R.AZADI  (R.FREE AFGHANISTAN),10:30,11:30,1234567,Dari,250,70,"KWT
KuwaitLatitude: 29°30'N
Longitude: 047°40'E
Bearing: 63°
Distance: 11447km"
15640,R.AZADI  (R.Free Afghanis,12:30,13:30,1234567,Dari,250,45,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
15640,R.AZADI  (R.FREE AFGHANISTAN),14:00,14:30,1234567,Dari,250,89,"CVA
Santa Maria Di GaleriaLatitude: 42°02'N
Longitude: 012°19'E
Bearing: 39°
Distance: 9188km"
15770,WRMI RADIO FOR PEACE INTERNATIONAL,11:45,12:00,1....67,Dari,100,44,"USA
OkeechobeeLatitude: 27°27'N
Longitude: 080°55'W
Bearing: 323°
Distance: 6573km"
17605,JRC Radio Dabanga,15:59,16:57,1234567,Dari,1,ND,Issoudun
17620,R.FRANCE INT.,17:00,17:30,1234567,Mandarin,1,ND,Issoudun
17650,BIBLE VOICE BCN,14:30,15:00,1......,Dari,250,102,"D
NauenLatitude: 52°38'N
Longitude: 012°54'E
Bearing: 31°
Distance: 9934km"
17810,BBC,08:30,09:00,12345.7,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17810,BBC,08:30,09:00,.....6.,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17810,BBC,09:30,10:00,12345.7,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17810,BBC,09:30,10:00,.....6.,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17810,BBC,10:30,11:00,12345.7,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17810,BBC,10:30,11:00,.....6.,Dari,250,35,"OMA
Al SeelaLatitude: 21°55'N
Longitude: 059°37'E
Bearing: 73°
Distance: 12373km"
17815,R.FRANCE INT.,12:00,12:30,1234567,Mandarin,1,ND,Issoudun
17865,IBRA MEDIA/R.SADAYE ZINDAGI,08:30,10:30,1234567,Dari,250,45,"UAE
Al-DhabbiyaLatitude: 24°10'N
Longitude: 054°14'E
Bearing: 70°
Distance: 11908km"
